<DATE>,<TIME>,<LAST>,<VOL>,<ID>,<OPER>
20200107,214500,61.9800000,61.9958000,61.9398000,61.9670000,392
20200107,220000,61.9893000,61.9893000,61.9075000,61.9610000,502
20200107,221500,61.9442000,61.9653000,61.8960000,61.9050000,807
20200107,223000,61.9487000,61.9850000,61.8985000,61.9663000,850
20200107,224500,61.9861000,62.0048000,61.9459000,61.9900000,660
20200107,230000,61.9962000,62.0056000,61.9550000,61.9770000,459
20200107,231500,62.0031000,62.0140000,61.9503000,62.0050000,640
20200107,233000,62.0118000,62.0150000,61.8973000,61.9090000,1142
20200107,234500,61.9090000,61.9696000,61.8790000,61.9310000,989
20200108,000000,61.9725000,61.9767000,61.9144000,61.9267000,789
20200108,001500,61.9476000,61.9630000,61.9220000,61.9440000,389
20200108,003000,61.9579000,61.9650000,61.9200000,61.9400000,359
20200108,004500,61.9570000,61.9940000,61.9170000,61.9400000,440
20200108,010000,61.9763000,62.0450000,61.9091000,61.9784000,536
20200108,011500,61.9390000,61.9940000,61.9104000,61.9589000,59
20200108,013000,61.9842000,61.9939000,61.9286000,61.9380000,201
20200108,014500,61.9500000,61.9970000,61.9380000,61.9711000,212
20200108,020000,61.9746000,62.0002000,61.9380000,61.9500000,212
20200108,021500,61.9934000,61.9946000,61.9500000,61.9654000,307
20200108,023000,61.9966000,61.9966000,61.9130000,61.9336000,394
20200108,024500,61.9756000,62.0830000,61.9200000,62.0092000,488
20200108,030000,62.0595000,62.0650000,61.9868000,62.0155000,384
20200108,031500,62.0419000,62.0650000,61.9800000,62.0140000,405
20200108,033000,62.0147000,62.0566000,62.0100000,62.0110000,420
20200108,034500,62.0306000,62.0606000,62.0100000,62.0400000,283
20200108,040000,62.0632000,62.0645000,62.0200000,62.0518000,349
20200108,041500,62.0652000,62.0686000,62.0000000,62.0300000,335
20200108,043000,62.0260000,62.0820000,62.0260000,62.0677000,223
20200108,044500,62.0482000,62.0825000,62.0481000,62.0554000,77
20200108,050000,62.0835000,62.0852000,62.0260000,62.0632000,91
20200108,051500,62.0614000,62.0856000,62.0260000,62.0696000,66
20200108,053000,62.0850000,62.0860000,62.0550000,62.0654000,103
20200108,054500,62.0845000,62.0856000,62.0498000,62.0664000,43
20200108,060000,62.0850000,62.0850000,62.0000000,62.0589000,69
20200108,061500,62.0590000,62.0682000,61.9800000,61.9840000,282
20200108,063000,62.0128000,62.0870000,61.9725000,62.0220000,508
20200108,064500,62.0612000,62.0826000,62.0200000,62.0370000,297
20200108,070000,62.0611000,62.0911000,62.0370000,62.0810000,332
20200108,071500,62.0570000,62.0915000,62.0559000,62.0910000,167
20200108,073000,62.0561000,62.1320000,62.0000000,62.0500000,383
20200108,074500,62.0448000,62.0681000,62.0200000,62.0500000,189
20200108,080000,62.0505000,62.0811000,61.9460000,61.9460000,316
20200108,081500,61.9777000,61.9777000,61.9170000,61.9570000,213
20200108,083000,61.9604000,61.9900000,61.9200000,61.9590000,304
20200108,084500,61.9796000,62.0270000,61.8050000,61.8170000,498
20200108,090000,61.8455000,61.8498000,61.8000000,61.8330000,408
20200108,091500,61.8419000,61.8501000,61.7900000,61.8240000,340
20200108,093000,61.8303000,61.8437000,61.7920000,61.8281000,432
20200108,094500,61.8427000,61.8629000,61.7970000,61.8222000,440
20200108,100000,61.8400000,61.8800000,61.8100000,61.8300000,582
20200108,101500,61.8472000,61.9500000,61.7207000,61.7884000,12559
20200108,103000,61.7864000,61.8769000,61.7092000,61.8284000,14928
20200108,104500,61.7773000,61.8583000,61.7413000,61.8228000,16112
20200108,110000,61.7720000,61.8237000,61.7100000,61.7252000,12858
20200108,111500,61.7757000,61.8270000,61.7010000,61.7966000,21166
20200108,113000,61.7767000,61.8796000,61.7300000,61.8545000,18180
20200108,114500,61.8366000,61.9279000,61.7749000,61.8588000,12929
20200108,120000,61.8588000,61.9666000,61.8320000,61.8782000,14696
20200108,121500,61.9127000,61.9315000,61.8162000,61.8632000,13698
20200108,123000,61.8825000,61.9050000,61.7820000,61.8410000,16654
20200108,124500,61.7860000,61.8700000,61.7740000,61.8121000,9902
20200108,130000,61.8631000,61.9047000,61.7936000,61.8734000,9711
20200108,131500,61.8895000,61.9514000,61.8414000,61.9381000,10021
20200108,133000,61.9381000,61.9856000,61.8590000,61.9129000,13753
20200108,134500,61.9129000,61.9861000,61.8721000,61.9222000,12504
20200108,140000,61.8728000,61.9450000,61.8440000,61.9270000,11785
20200108,141500,61.8823000,61.9388000,61.8221000,61.8720000,11053
20200108,143000,61.8856000,61.9030000,61.7636000,61.8259000,13067
20200108,144500,61.8089000,61.8401000,61.7487000,61.8094000,11492
20200108,150000,61.8094000,61.8400000,61.7215000,61.7810000,16190
20200108,151500,61.8295000,61.8460000,61.7480000,61.8062000,11556
20200108,153000,61.8000000,61.8326000,61.7292000,61.8263000,9553
20200108,154500,61.7724000,61.8294000,61.6980000,61.7218000,11103
20200108,160000,61.7705000,61.7850000,61.6210000,61.6926000,16314
20200108,161500,61.7430000,61.7750000,61.6660000,61.6849000,10033
20200108,163000,61.6849000,61.7782000,61.6678000,61.7093000,10501
20200108,164500,61.6771000,61.7300000,61.6400000,61.7245000,7763
20200108,170000,61.7250000,61.7480000,61.6489000,61.7132000,8418
20200108,171500,61.7132000,61.7200000,61.6070000,61.6214000,10219
20200108,173000,61.6677000,61.7100000,61.6050000,61.6791000,10833
20200108,174500,61.6601000,61.7378000,61.5860000,61.6733000,11888
20200108,180000,61.6718000,61.7270000,61.6155000,61.6650000,10598
20200108,181500,61.6710000,61.6901000,61.5853000,61.6470000,9198
20200108,183000,61.6038000,61.6750000,61.5030000,61.5487000,10888
20200108,184500,61.5530000,61.6680000,61.5060000,61.6044000,12808
20200108,190000,61.5768000,61.6600000,61.5330000,61.5896000,5086
20200108,191500,61.5886000,61.6598000,61.5240000,61.6592000,7772
20200108,193000,61.6545000,61.7010000,61.5722000,61.6183000,4854
20200108,194500,61.6244000,61.6487000,61.4784000,61.5100000,6643
20200108,200000,61.5408000,61.5615000,61.3830000,61.4542000,9058
20200108,201500,61.4060000,61.4779000,61.2760000,61.3643000,9709
20200108,203000,61.3643000,61.3879000,61.0550000,61.2182000,10471
20200108,204500,61.2176000,61.2600000,61.1090000,61.1904000,8584
20200108,210000,61.1880000,61.2084000,61.0226000,61.0867000,7808
20200108,211500,61.0867000,61.1513000,61.0346000,61.1329000,8112
20200108,213000,61.1502000,61.1802000,61.0772000,61.1095000,6492
20200108,214500,61.1225000,61.2331000,61.0809000,61.2232000,6015
20200108,220000,61.1717000,61.2300000,61.1344000,61.2198000,4639
20200108,221500,61.1683000,61.2460000,61.1488000,61.2387000,5743
20200108,223000,61.2430000,61.2600000,61.1457000,61.2027000,6676
20200108,224500,61.2033000,61.2206000,61.1027000,61.2150000,4422
20200108,230000,61.2206000,61.2558000,61.1584000,61.1780000,3285
20200108,231500,61.1770000,61.2400000,61.1645000,61.2212000,2677
20200108,233000,61.2189000,61.2367000,61.1481000,61.2061000,2423
20200108,234500,61.1998000,61.2263000,61.1555000,61.2188000,1420
20200109,000000,61.2138000,61.2544000,61.1515000,61.2420000,1291
20200109,001500,61.2318000,61.2500000,61.1752000,61.2180000,680
20200109,003000,61.2333000,61.2902000,61.1856000,61.2350000,584
20200109,004500,61.2458000,61.2590000,61.2000000,61.2245000,239
20200109,010000,61.2535000,61.2721000,61.2170000,61.2300000,260
20200109,011500,61.2605000,61.2810000,61.1710000,61.2140000,68
20200109,013000,61.2829000,61.2829000,61.1660000,61.2100000,239
20200109,014500,61.2253000,61.2460000,61.1920000,61.2132000,29
20200109,020000,61.2273000,61.2273000,61.1980000,61.2100000,8
20200109,021500,61.2226000,61.2400000,61.2125000,61.2250000,171
20200109,023000,61.2269000,61.2650000,61.1735000,61.2230000,167
20200109,024500,61.2462000,61.2462000,61.2200000,61.2431000,48
20200109,030000,61.2441000,61.3080000,61.1980000,61.2710000,167
20200109,031500,61.3042000,61.3069000,61.2700000,61.2911000,156
20200109,033000,61.3040000,61.3100000,61.2620000,61.2710000,127
20200109,034500,61.3012000,61.3012000,61.2300000,61.2640000,252
20200109,040000,61.2568000,61.2800000,61.2250000,61.2461000,441
20200109,041500,61.2594000,61.2750000,61.2320000,61.2640000,380
20200109,043000,61.2604000,61.2780000,61.2246000,61.2640000,299
20200109,044500,61.2603000,61.2700000,61.1916000,61.2350000,371
20200109,050000,61.2208000,61.2800000,61.1778000,61.2200000,443
20200109,051500,61.2304000,61.2450000,61.1900000,61.2160000,262
20200109,053000,61.2299000,61.2500000,61.1900000,61.2180000,364
20200109,054500,61.2354000,61.2580000,61.2000000,61.2270000,301
20200109,060000,61.2267000,61.2650000,61.2000000,61.2000000,291
20200109,061500,61.2471000,61.2650000,61.2000000,61.2530000,276
20200109,063000,61.2596000,61.2610000,61.2290000,61.2530000,247
20200109,064500,61.2689000,61.2900000,61.2150000,61.2668000,345
20200109,070000,61.2698000,61.2900000,61.1707000,61.1980000,633
20200109,071500,61.1845000,61.2108000,61.1580000,61.1950000,219
20200109,073000,61.2173000,61.2173000,61.1563000,61.1980000,164
20200109,074500,61.2039000,61.3330000,61.1540000,61.2620000,467
20200109,080000,61.3003000,61.3198000,61.2390000,61.3187000,110
20200109,081500,61.3049000,61.3580000,61.2490000,61.3290000,232
20200109,083000,61.3238000,61.3600000,61.2680000,61.3290000,267
20200109,084500,61.3181000,61.3450000,61.2680000,61.2900000,265
20200109,090000,61.3282000,61.3400000,61.2600000,61.3290000,451
20200109,091500,61.3200000,61.3624000,61.2700000,61.3267000,588
20200109,093000,61.3271000,61.3660000,61.2770000,61.3600000,680
20200109,094500,61.3615000,61.3850000,61.3120000,61.3510000,731
20200109,100000,61.3646000,61.3880000,61.3010000,61.3070000,802
20200109,101500,61.3200000,61.4021000,61.2050000,61.2550000,16654
20200109,103000,61.2525000,61.2627000,61.0620000,61.1283000,18347
20200109,104500,61.1785000,61.2460000,61.1185000,61.2313000,16676
20200109,110000,61.1810000,61.2360000,61.1092000,61.1634000,19853
20200109,111500,61.1634000,61.2043000,61.1008000,61.1970000,22393
20200109,113000,61.1957000,61.2186000,61.0963000,61.1122000,24807
20200109,114500,61.1428000,61.2016000,61.1094000,61.1620000,16810
20200109,120000,61.1661000,61.1826000,61.1009000,61.1625000,11538
20200109,121500,61.1458000,61.1825000,61.1054000,61.1138000,10389
20200109,123000,61.1412000,61.1856000,61.0843000,61.1680000,12830
20200109,124500,61.1220000,61.2246000,61.1080000,61.1536000,11709
20200109,130000,61.1805000,61.2073000,61.1170000,61.1775000,11851
20200109,131500,61.1775000,61.2070000,61.1251000,61.1776000,8932
20200109,133000,61.1771000,61.2103000,61.1104000,61.1475000,9703
20200109,134500,61.1990000,61.2068000,61.1303000,61.2002000,9360
20200109,140000,61.1524000,61.2160000,61.1229000,61.1458000,8694
20200109,141500,61.1458000,61.2042000,61.1286000,61.1508000,10598
20200109,143000,61.1821000,61.2223000,61.1440000,61.1982000,9355
20200109,144500,61.1827000,61.2324000,61.1434000,61.2281000,9187
20200109,150000,61.2290000,61.2606000,61.1710000,61.2551000,10587
20200109,151500,61.2554000,61.2801000,61.1736000,61.2376000,10651
20200109,153000,61.2255000,61.2766000,61.1770000,61.2573000,10669
20200109,154500,61.2572000,61.2691000,61.1811000,61.2171000,11291
20200109,160000,61.2240000,61.2640000,61.1750000,61.2462000,8796
20200109,161500,61.1961000,61.2867000,61.1930000,61.2330000,7818
20200109,163000,61.2840000,61.3051000,61.2256000,61.2927000,8237
20200109,164500,61.2875000,61.3000000,61.1920000,61.2544000,9107
20200109,170000,61.2445000,61.2840000,61.1832000,61.2334000,9839
20200109,171500,61.2334000,61.3433000,61.2334000,61.2640000,12366
20200109,173000,61.2935000,61.3589000,61.2124000,61.2683000,11386
20200109,174500,61.2675000,61.2968000,61.1972000,61.2260000,10813
20200109,180000,61.2756000,61.2877000,61.1509000,61.2127000,11628
20200109,181500,61.2127000,61.3104000,61.1500000,61.2542000,13541
20200109,183000,61.3041000,61.3504000,61.2453000,61.3328000,9596
20200109,184500,61.3328000,61.3659000,61.2714000,61.3287000,10842
20200109,190000,61.3250000,61.3463000,61.2411000,61.2950000,8087
20200109,191500,61.2950000,61.3600000,61.2437000,61.2943000,7907
20200109,193000,61.3254000,61.3454000,61.2565000,61.3090000,7186
20200109,194500,61.2565000,61.3150000,61.2112000,61.2633000,3624
20200109,200000,61.2533000,61.2917000,61.1940000,61.2905000,5410
20200109,201500,61.2905000,61.3055000,61.2242000,61.2962000,7252
20200109,203000,61.2962000,61.3090000,61.2249000,61.2310000,4755
20200109,204500,61.2827000,61.3190000,61.2180000,61.3140000,5711
20200109,210000,61.3172000,61.3200000,61.2220000,61.2835000,6081
20200109,211500,61.2839000,61.2900000,61.2180000,61.2869000,6719
20200109,213000,61.2898000,61.3020000,61.2320000,61.2920000,4443
20200109,214500,61.2936000,61.3100000,61.2442000,61.2531000,3262
20200109,220000,61.2531000,61.3088000,61.2499000,61.3041000,2571
20200109,221500,61.2552000,61.3145000,61.2494000,61.3001000,4105
20200109,223000,61.3048000,61.3100000,61.2430000,61.2987000,3190
20200109,224500,61.2987000,61.3020000,61.2240000,61.2750000,2821
20200109,230000,61.2809000,61.2900000,61.2290000,61.2750000,2360
20200109,231500,61.2370000,61.3062000,61.2370000,61.3035000,1738
20200109,233000,61.2976000,61.3049000,61.2200000,61.2544000,2191
20200109,234500,61.2741000,61.2900000,61.2237000,61.2655000,1963
20200110,000000,61.2865000,61.3345000,61.2330000,61.2830000,1581
20200110,001500,61.2825000,61.3474000,61.2571000,61.2800000,461
20200110,003000,61.3151000,61.3184000,61.2660000,61.2780000,342
20200110,004500,61.2859000,61.3228000,61.2530000,61.2805000,319
20200110,010000,61.3068000,61.3530000,61.2650000,61.2720000,277
20200110,011500,61.3067000,61.3250000,61.2260000,61.2553000,55
20200110,013000,61.2941000,61.3200000,61.0760000,61.2880000,490
20200110,014500,61.2525000,61.3033000,61.2378000,61.2910000,341
20200110,020000,61.2809000,61.3030000,61.2490000,61.2900000,312
20200110,021500,61.2804000,61.3020000,61.2420000,61.2910000,289
20200110,023000,61.2828000,61.3010000,61.2490000,61.2500000,348
20200110,024500,61.2910000,61.3010000,61.2500000,61.2900000,192
20200110,030000,61.2826000,61.2910000,61.2525000,61.2910000,180
20200110,031500,61.2832000,61.2910000,61.2525000,61.2900000,225
20200110,033000,61.2834000,61.3010000,61.2470000,61.2900000,219
20200110,034500,61.2792000,61.3010000,61.2210000,61.2304000,232
20200110,040000,61.2737000,61.2930000,61.2300000,61.2820000,419
20200110,041500,61.2720000,61.3233000,61.2188000,61.2370000,534
20200110,043000,61.2488000,61.2670000,61.2200000,61.2370000,345
20200110,044500,61.2300000,61.2580000,61.2300000,61.2370000,220
20200110,050000,61.2575000,61.2578000,61.2300000,61.2370000,220
20200110,051500,61.2441000,61.2571000,61.1940000,61.2360000,267
20200110,053000,61.2374000,61.2650000,61.1912000,61.2350000,727
20200110,054500,61.2742000,61.2742000,61.1973000,61.2200000,315
20200110,060000,61.2449000,61.2449000,61.1890000,61.2100000,246
20200110,061500,61.2285000,61.2287000,61.1925000,61.2140000,202
20200110,063000,61.2281000,61.2285000,61.1925000,61.2100000,208
20200110,064500,61.2132000,61.2630000,61.1925000,61.2507000,235
20200110,070000,61.2506000,61.2990000,61.2280000,61.2600000,159
20200110,071500,61.2641000,61.3000000,61.2498000,61.2500000,187
20200110,073000,61.2916000,61.2916000,61.2500000,61.2500000,189
20200110,074500,61.2916000,61.2940000,61.2500000,61.2660000,227
20200110,080000,61.2869000,61.2990000,61.2500000,61.2500000,255
20200110,081500,61.2907000,61.3070000,61.2210000,61.2460000,324
20200110,083000,61.2579000,61.2587000,61.2430000,61.2430000,214
20200110,084500,61.2579000,61.2579000,61.2155000,61.2430000,211
20200110,090000,61.2565000,61.2620000,61.2418000,61.2550000,215
20200110,091500,61.2571000,61.2572000,61.2400000,61.2433000,186
20200110,093000,61.2573000,61.2573000,61.1220000,61.2060000,479
20200110,094500,61.1904000,61.2150000,61.1065000,61.2020000,664
20200110,100000,61.1981000,61.2210000,61.1600000,61.1815000,492
20200110,101500,61.1950000,61.2494000,61.1130000,61.2194000,16939
20200110,103000,61.2194000,61.2364000,61.1356000,61.1636000,10955
20200110,104500,61.1636000,61.2872000,61.1590000,61.2800000,12379
20200110,110000,61.2834000,61.3300000,61.2296000,61.3264000,13343
20200110,111500,61.3081000,61.3366000,61.2400000,61.2890000,12448
20200110,113000,61.2908000,61.2912000,61.2172000,61.2192000,11319
20200110,114500,61.2192000,61.3071000,61.2178000,61.2559000,10301
20200110,120000,61.2831000,61.3157000,61.2362000,61.2940000,10865
20200110,121500,61.2436000,61.3020000,61.2359000,61.2744000,7611
20200110,123000,61.2944000,61.3238000,61.2407000,61.2772000,11369
20200110,124500,61.2976000,61.3344000,61.2434000,61.3293000,7200
20200110,130000,61.3232000,61.3468000,61.2464000,61.3401000,11701
20200110,131500,61.3401000,61.3446000,61.2528000,61.2580000,8077
20200110,133000,61.3079000,61.3128000,61.2211000,61.2781000,10990
20200110,134500,61.2274000,61.3010000,61.2270000,61.2489000,7253
20200110,140000,61.2999000,61.3137000,61.2460000,61.2814000,6544
20200110,141500,61.3001000,61.3179000,61.2466000,61.2630000,6764
20200110,143000,61.3146000,61.3232000,61.2605000,61.3170000,6053
20200110,144500,61.3141000,61.3200000,61.2386000,61.2994000,7672
20200110,150000,61.2994000,61.3252000,61.2480000,61.2652000,6382
20200110,151500,61.2938000,61.3309000,61.2557000,61.2733000,7603
20200110,153000,61.3200000,61.3375000,61.2567000,61.3077000,7471
20200110,154500,61.3028000,61.3181000,61.2569000,61.3169000,6568
20200110,160000,61.3173000,61.3292000,61.2454000,61.2763000,8258
20200110,161500,61.2850000,61.3542000,61.2465000,61.3344000,8401
20200110,163000,61.3534000,61.3821000,61.2790000,61.2875000,9605
20200110,164500,61.3273000,61.3336000,61.1392000,61.1878000,26337
20200110,170000,61.1878000,61.2958000,61.1637000,61.2861000,22998
20200110,171500,61.2861000,61.3099000,61.2201000,61.3040000,16551
20200110,173000,61.3025000,61.3714000,61.2116000,61.2776000,23398
20200110,174500,61.2670000,61.3470000,61.2221000,61.3098000,14748
20200110,180000,61.2910000,61.3113000,61.1591000,61.2008000,19111
20200110,181500,61.1689000,61.2217000,61.0000000,61.0745000,23734
20200110,183000,61.0232000,61.0753000,60.8417000,60.9108000,27774
20200110,184500,60.9072000,61.0029000,60.8596000,60.9164000,20627
20200110,190000,60.9650000,60.9696000,60.8300000,60.8932000,15722
20200110,191500,60.8932000,61.0156000,60.8900000,60.9613000,14367
20200110,193000,60.9613000,61.1043000,60.9600000,61.0542000,13557
20200110,194500,61.0545000,61.0897000,60.9713000,61.0277000,12350
20200110,200000,61.0288000,61.0417000,60.9390000,60.9550000,9628
20200110,201500,61.0026000,61.0175000,60.9219000,60.9365000,7531
20200110,203000,60.9868000,61.0221000,60.9360000,61.0096000,7889
20200110,204500,61.0027000,61.0114000,60.8781000,60.9318000,7172
20200110,210000,60.8814000,60.9920000,60.8796000,60.9910000,8337
20200110,211500,60.9873000,61.0248000,60.9380000,61.0030000,8859
20200110,213000,61.0014000,61.0066000,60.9090000,60.9290000,7656
20200110,214500,60.9290000,61.0167000,60.9196000,60.9920000,7043
20200110,220000,61.0069000,61.0238000,60.9544000,61.0180000,4278
20200110,221500,61.0173000,61.0283000,60.9584000,61.0228000,7325
20200110,223000,61.0202000,61.0713000,60.9723000,61.0249000,8286
20200110,224500,61.0242000,61.0900000,60.9935000,61.0563000,5905
20200110,230000,61.0615000,61.0822000,60.9925000,61.0252000,6241
20200110,231500,61.0252000,61.0845000,61.0243000,61.0818000,3090
20200110,233000,61.0726000,61.0818000,61.0139000,61.0605000,2604
20200110,234500,61.0579000,61.0768000,60.9799000,61.0450000,4522
20200111,000000,61.0518000,61.0830000,60.9989000,61.0760000,1434
20200111,001500,61.0755000,61.1200000,60.9750000,61.0110000,692
20200111,003000,61.0213000,61.0650000,60.9620000,61.0460000,399
20200111,004500,61.0573000,61.0600000,61.0383000,61.0460000,216
20200111,010000,61.0538000,61.0600000,60.9821000,61.0140000,325
20200111,011500,61.0118000,61.0248000,61.0118000,61.0248000,3
20200111,013000,61.0114000,61.0114000,61.0114000,61.0114000,3
20200111,014500,61.0114000,61.0140000,61.0114000,61.0140000,2
20200112,211500,61.0050000,61.0100000,61.0040000,61.0040000,4
20200112,220000,61.1300000,61.1600000,61.1300000,61.1600000,4
20200112,221500,61.1703000,61.1703000,61.0050000,61.0641000,8
20200112,223000,61.0668000,61.0668000,61.0668000,61.0668000,3
20200112,224500,61.0668000,61.0668000,61.0668000,61.0668000,2
20200112,233000,61.0250000,61.0250000,61.0250000,61.0250000,1
20200113,000000,61.0520000,61.0741000,61.0510000,61.0741000,4
20200113,001500,61.0741000,61.1287000,60.9395000,61.1287000,14
20200113,003000,61.0136000,61.0136000,61.0100000,61.0100000,3
20200113,004500,61.0075000,61.0092000,61.0059000,61.0092000,3
20200113,010000,61.0021000,61.0076000,61.0021000,61.0070000,3
20200113,011500,61.0092000,61.0665000,61.0092000,61.0125000,20
20200113,013000,61.0580000,61.0580000,60.9466000,60.9502000,18
20200113,014500,60.9582000,61.0550000,60.9582000,60.9874000,25
20200113,020000,60.9895000,61.0708000,60.9895000,61.0708000,3
20200113,021500,60.9948000,61.0694000,60.9948000,61.0421000,97
20200113,023000,61.0686000,61.0850000,61.0380000,61.0562000,136
20200113,024500,61.0762000,61.1492000,61.0136000,61.1238000,74
20200113,030000,61.1415000,61.1425000,61.1000000,61.1254000,41
20200113,031500,61.1411000,61.1440000,61.0043000,61.1160000,205
20200113,033000,61.1344000,61.1344000,61.0910000,61.1210000,10
20200113,034500,61.1326000,61.1326000,60.9558000,61.1200000,73
20200113,040000,60.9820000,60.9996000,60.9768000,60.9985000,19
20200113,041500,60.9754000,61.1160000,60.9754000,61.0741000,69
20200113,043000,61.0768000,61.1000000,60.9849000,61.0471000,72
20200113,044500,61.0403000,61.1553000,61.0403000,61.1000000,230
20200113,050000,61.0898000,61.1490000,61.0898000,61.1000000,88
20200113,051500,61.1255000,61.1490000,61.1000000,61.1000000,76
20200113,053000,61.1020000,61.1254000,60.9825000,61.0500000,284
20200113,054500,61.0890000,61.1200000,61.0435000,61.0970000,244
20200113,060000,61.0714000,61.0984000,61.0400000,61.0708000,148
20200113,061500,61.0801000,61.0890000,61.0360000,61.0667000,269
20200113,063000,61.0238000,61.0850000,61.0238000,61.0365000,409
20200113,064500,61.0500000,61.0764000,60.9075000,61.0125000,200
20200113,070000,61.0468000,61.0660000,61.0125000,61.0509000,92
20200113,071500,61.0635000,61.0635000,61.0125000,61.0125000,69
20200113,073000,61.0483000,61.0520000,61.0125000,61.0125000,78
20200113,074500,61.0490000,61.0526000,61.0125000,61.0125000,76
20200113,080000,61.0483000,61.0500000,61.0125000,61.0500000,83
20200113,081500,61.0125000,61.0544000,61.0125000,61.0261000,96
20200113,083000,61.0261000,61.0618000,61.0250000,61.0259000,128
20200113,084500,61.0259000,61.0779000,61.0254000,61.0579000,199
20200113,090000,61.0579000,61.0735000,61.0190000,61.0680000,173
20200113,091500,61.0787000,61.0900000,60.9871000,61.0450000,336
20200113,093000,61.0495000,61.0810000,61.0190000,61.0632000,354
20200113,094500,61.0719000,61.0800000,61.0270000,61.0592000,204
20200113,100000,61.0786000,61.0786000,60.9585000,61.0220000,659
20200113,101500,61.0360000,61.0461000,60.8390000,60.9137000,16494
20200113,103000,60.9050000,60.9610000,60.8540000,60.9473000,11143
20200113,104500,60.9410000,61.0054000,60.8861000,60.9789000,10821
20200113,110000,60.9567000,60.9800000,60.8800000,60.9357000,7537
20200113,111500,60.8910000,60.9390000,60.8313000,60.8597000,8847
20200113,113000,60.9030000,60.9448000,60.8553000,60.9425000,10987
20200113,114500,60.9420000,60.9503000,60.8600000,60.9120000,10803
20200113,120000,60.9064000,60.9551000,60.8407000,60.8471000,13388
20200113,121500,60.8460000,60.9322000,60.8344000,60.9314000,16247
20200113,123000,60.9309000,60.9433000,60.8422000,60.9295000,11441
20200113,124500,60.8816000,60.9755000,60.8808000,60.9715000,6507
20200113,130000,60.9650000,60.9791000,60.8948000,60.9290000,10081
20200113,131500,60.9290000,61.0472000,60.9253000,61.0399000,15847
20200113,133000,61.0400000,61.0935000,60.9813000,61.0500000,18575
20200113,134500,61.0530000,61.1483000,61.0021000,61.1220000,15154
20200113,140000,61.0870000,61.1600000,61.0722000,61.1232000,14405
20200113,141500,61.0737000,61.1409000,61.0365000,61.0375000,10303
20200113,143000,61.0375000,61.1290000,61.0370000,61.1253000,10433
20200113,144500,61.1089000,61.1358000,61.0144000,61.1024000,12412
20200113,150000,61.1024000,61.1343000,61.0421000,61.0643000,10845
20200113,151500,61.0643000,61.1397000,61.0464000,61.0991000,11051
20200113,153000,61.0991000,61.1146000,61.0185000,61.1078000,10541
20200113,154500,61.1091000,61.1340000,61.0537000,61.1225000,8184
20200113,160000,61.1150000,61.1498000,61.0681000,61.1360000,7567
20200113,161500,61.1149000,61.2241000,61.0836000,61.1880000,12163
20200113,163000,61.1900000,61.2072000,61.1305000,61.2065000,8094
20200113,164500,61.2069000,61.2132000,61.1160000,61.1932000,9558
20200113,170000,61.1873000,61.2516000,61.1430000,61.1925000,9796
20200113,171500,61.1919000,61.2976000,61.1916000,61.2628000,13690
20200113,173000,61.2628000,61.3511000,61.2099000,61.3264000,13188
20200113,174500,61.3180000,61.3631000,61.2290000,61.3470000,22025
20200113,180000,61.3498000,61.3805000,61.2760000,61.3027000,18454
20200113,181500,61.3258000,61.3388000,61.2130000,61.2442000,11743
20200113,183000,61.2625000,61.2738000,61.1951000,61.2500000,11117
20200113,184500,61.2261000,61.3170000,61.1889000,61.2385000,13675
20200113,190000,61.2865000,61.3083000,61.2280000,61.2864000,10450
20200113,191500,61.2684000,61.3290000,61.2233000,61.3280000,11733
20200113,193000,61.3180000,61.3960000,61.2656000,61.2932000,15319
20200113,194500,61.2977000,61.3554000,61.2585000,61.3009000,12848
20200113,200000,61.3120000,61.3409000,61.2540000,61.2874000,5899
20200113,201500,61.3010000,61.3570000,61.2781000,61.2797000,4419
20200113,203000,61.3304000,61.3311000,61.2527000,61.3066000,4971
20200113,204500,61.2927000,61.3243000,61.2292000,61.2740000,8652
20200113,210000,61.2874000,61.2973000,61.1556000,61.2122000,9034
20200113,211500,61.1632000,61.2227000,61.1575000,61.2147000,6270
20200113,213000,61.2147000,61.2223000,61.1614000,61.1675000,5748
20200113,214500,61.1662000,61.2220000,61.1651000,61.2177000,4856
20200113,220000,61.2177000,61.2417000,61.1670000,61.2350000,4057
20200113,221500,61.2344000,61.2736000,61.1886000,61.2712000,3994
20200113,223000,61.2660000,61.2750000,61.2129000,61.2659000,8009
20200113,224500,61.2600000,61.2697000,61.1945000,61.2272000,3749
20200113,230000,61.2404000,61.2513000,61.1946000,61.2450000,3552
20200113,231500,61.2490000,61.2742000,61.1975000,61.2717000,2372
20200113,233000,61.2675000,61.2881000,61.2184000,61.2740000,2714
20200113,234500,61.2720000,61.2869000,61.2240000,61.2700000,3184
20200114,000000,61.2769000,61.2894000,61.2214000,61.2350000,1378
20200114,001500,61.2441000,61.2690000,61.2163000,61.2163000,288
20200114,003000,61.2597000,61.2700000,61.2100000,61.2260000,321
20200114,004500,61.2657000,61.2870000,61.2096000,61.2220000,624
20200114,010000,61.2790000,61.2820000,61.0644000,61.0644000,651
20200114,011500,61.2150000,61.3350000,61.1380000,61.1876000,76
20200114,013000,61.2323000,61.2323000,61.1594000,61.2190000,262
20200114,014500,61.2047000,61.2300000,61.1620000,61.2097000,103
20200114,020000,61.1975000,61.2102000,61.1963000,61.1975000,12
