<TIME>,USD/RUB,<LAST>
165737,USD/RUB,61.595000000
165738,USD/RUB,61.548500000
165738,USD/RUB,61.548500000
165738,USD/RUB,61.598500000
165739,USD/RUB,61.598500000
165740,USD/RUB,61.596000000
165740,USD/RUB,61.550100000
165740,USD/RUB,61.586800000
165740,USD/RUB,61.602300000
165741,USD/RUB,61.568500000
165741,USD/RUB,61.602600000
165741,USD/RUB,61.551900000
165741,USD/RUB,61.551900000
165741,USD/RUB,61.602700000
165742,USD/RUB,61.602400000
165742,USD/RUB,61.587100000
165742,USD/RUB,61.602700000
165743,USD/RUB,61.599000000
165743,USD/RUB,61.587000000
165743,USD/RUB,61.602600000
165743,USD/RUB,61.602300000
165744,USD/RUB,61.602600000
165745,USD/RUB,61.587200000
165745,USD/RUB,61.602800000
165745,USD/RUB,61.602500000
165745,USD/RUB,61.552900000
165746,USD/RUB,61.552900000
165746,USD/RUB,61.602800000
165746,USD/RUB,61.552900000
165747,USD/RUB,61.599000000
165747,USD/RUB,61.602800000
165748,USD/RUB,61.599000000
165748,USD/RUB,61.602800000
165749,USD/RUB,61.602800000
165750,USD/RUB,61.604000000
165751,USD/RUB,61.602800000
165752,USD/RUB,61.599000000
165754,USD/RUB,61.602800000
165754,USD/RUB,61.597000000
165755,USD/RUB,61.599000000
165755,USD/RUB,61.602800000
165756,USD/RUB,61.599000000
165757,USD/RUB,61.602800000
165757,USD/RUB,61.597000000
165758,USD/RUB,61.602800000
165758,USD/RUB,61.601000000
165759,USD/RUB,61.602800000
165759,USD/RUB,61.597000000
165759,USD/RUB,61.552900000
165759,USD/RUB,61.602800000
165800,USD/RUB,61.552900000
165800,USD/RUB,61.602800000
165800,USD/RUB,61.599000000
165801,USD/RUB,61.602800000
165801,USD/RUB,61.597000000
165802,USD/RUB,61.602800000
165802,USD/RUB,61.591000000
165803,USD/RUB,61.600000000
165803,USD/RUB,61.555100000
165803,USD/RUB,61.606200000
165803,USD/RUB,61.602500000
165804,USD/RUB,61.600000000
165804,USD/RUB,61.605800000
165804,USD/RUB,61.554900000
165804,USD/RUB,61.589000000
165805,USD/RUB,61.602000000
165805,USD/RUB,61.591200000
165805,USD/RUB,61.605200000
165806,USD/RUB,61.605800000
165806,USD/RUB,61.591400000
165806,USD/RUB,61.595900000
165807,USD/RUB,61.605800000
165807,USD/RUB,61.605800000
165807,USD/RUB,61.602000000
165807,USD/RUB,61.605800000
165808,USD/RUB,61.605800000
165808,USD/RUB,61.602000000
165809,USD/RUB,61.605800000
165809,USD/RUB,61.605800000
165809,USD/RUB,61.603000000
165809,USD/RUB,61.605800000
165810,USD/RUB,61.605800000
165810,USD/RUB,61.556100000
165810,USD/RUB,61.605800000
165811,USD/RUB,61.605800000
165811,USD/RUB,61.569800000
165811,USD/RUB,61.602000000
165811,USD/RUB,61.605800000
165812,USD/RUB,61.605800000
165812,USD/RUB,61.591200000
165812,USD/RUB,61.605800000
165813,USD/RUB,61.605800000
165813,USD/RUB,61.591300000
165813,USD/RUB,61.607000000
165814,USD/RUB,61.605800000
165814,USD/RUB,61.605800000
165815,USD/RUB,61.605800000
165815,USD/RUB,61.605800000
165815,USD/RUB,61.602000000
165815,USD/RUB,61.605800000
165817,USD/RUB,61.605800000
165817,USD/RUB,61.605800000
165817,USD/RUB,61.602000000
165818,USD/RUB,61.605800000
165818,USD/RUB,61.602000000
165818,USD/RUB,61.605800000
165819,USD/RUB,61.603000000
165819,USD/RUB,61.602000000
165820,USD/RUB,61.599000000
165821,USD/RUB,61.605800000
165821,USD/RUB,61.602000000
165822,USD/RUB,61.605800000
165822,USD/RUB,61.606400000
165822,USD/RUB,61.556000000
165822,USD/RUB,61.556000000
165823,USD/RUB,61.606400000
165823,USD/RUB,61.602000000
165823,USD/RUB,61.606400000
165824,USD/RUB,61.600000000
165824,USD/RUB,61.600000000
165825,USD/RUB,61.600000000
165826,USD/RUB,61.606400000
165826,USD/RUB,61.606800000
165826,USD/RUB,61.605200000
165827,USD/RUB,61.606800000
165827,USD/RUB,61.606600000
165827,USD/RUB,61.606800000
165827,USD/RUB,61.597000000
165828,USD/RUB,61.606800000
165828,USD/RUB,61.603000000
165828,USD/RUB,61.606800000
165830,USD/RUB,61.606800000
165831,USD/RUB,61.606800000
165831,USD/RUB,61.591500000
165831,USD/RUB,61.595000000
165832,USD/RUB,61.606800000
165832,USD/RUB,61.603000000
165833,USD/RUB,61.591400000
165834,USD/RUB,61.606800000
165834,USD/RUB,61.556200000
165834,USD/RUB,61.606600000
165835,USD/RUB,61.606400000
165835,USD/RUB,61.602000000
165836,USD/RUB,61.606400000
165836,USD/RUB,61.606400000
165836,USD/RUB,61.596400000
165837,USD/RUB,61.606400000
165838,USD/RUB,61.606400000
165838,USD/RUB,61.602000000
165838,USD/RUB,61.606400000
165839,USD/RUB,61.606400000
165841,USD/RUB,61.556000000
165841,USD/RUB,61.556000000
165841,USD/RUB,61.606400000
165842,USD/RUB,61.606400000
165842,USD/RUB,61.601000000
165843,USD/RUB,61.606400000
165843,USD/RUB,61.606400000
165843,USD/RUB,61.602000000
165844,USD/RUB,61.606400000
165844,USD/RUB,61.602000000
165846,USD/RUB,61.606400000
165846,USD/RUB,61.559000000
165846,USD/RUB,61.610000000
165846,USD/RUB,61.602000000
165847,USD/RUB,61.605000000
165847,USD/RUB,61.559100000
165847,USD/RUB,61.609700000
165847,USD/RUB,61.559100000
165848,USD/RUB,61.605000000
165848,USD/RUB,61.609700000
165848,USD/RUB,61.558100000
165848,USD/RUB,61.609700000
165849,USD/RUB,61.609700000
165849,USD/RUB,61.558100000
165849,USD/RUB,61.558100000
165850,USD/RUB,61.605000000
165850,USD/RUB,61.609700000
165851,USD/RUB,61.605000000
165851,USD/RUB,61.593500000
165851,USD/RUB,61.609700000
165852,USD/RUB,61.609700000
165853,USD/RUB,61.609700000
165853,USD/RUB,61.609700000
165854,USD/RUB,61.610000000
165854,USD/RUB,61.558200000
165854,USD/RUB,61.609700000
165855,USD/RUB,61.604000000
165855,USD/RUB,61.609700000
165856,USD/RUB,61.609700000
165857,USD/RUB,61.558200000
165857,USD/RUB,61.609700000
165857,USD/RUB,61.609700000
165857,USD/RUB,61.558100000
165857,USD/RUB,61.558100000
165857,USD/RUB,61.558200000
165858,USD/RUB,61.599000000
165858,USD/RUB,61.558100000
165858,USD/RUB,61.609700000
165858,USD/RUB,61.609700000
165859,USD/RUB,61.605000000
165900,USD/RUB,61.609700000
165900,USD/RUB,61.558100000
165900,USD/RUB,61.558100000
165901,USD/RUB,61.609700000
165901,USD/RUB,61.593200000
165901,USD/RUB,61.607800000
165901,USD/RUB,61.608100000
165901,USD/RUB,61.591200000
165901,USD/RUB,61.592400000
165902,USD/RUB,61.596000000
165902,USD/RUB,61.608100000
165903,USD/RUB,61.599000000
165903,USD/RUB,61.608100000
165903,USD/RUB,61.557000000
165903,USD/RUB,61.557000000
165904,USD/RUB,61.608100000
165904,USD/RUB,61.604000000
165904,USD/RUB,61.608100000
165905,USD/RUB,61.608100000
165905,USD/RUB,61.607800000
165906,USD/RUB,61.603000000
165906,USD/RUB,61.608100000
165906,USD/RUB,61.557000000
165906,USD/RUB,61.557000000
165907,USD/RUB,61.608100000
165907,USD/RUB,61.608100000
165908,USD/RUB,61.603000000
165909,USD/RUB,61.607000000
165909,USD/RUB,61.608100000
165910,USD/RUB,61.603000000
165910,USD/RUB,61.608100000
165911,USD/RUB,61.602000000
165911,USD/RUB,61.608100000
165912,USD/RUB,61.608100000
165913,USD/RUB,61.599000000
165913,USD/RUB,61.608100000
165914,USD/RUB,61.604000000
165914,USD/RUB,61.608100000
165915,USD/RUB,61.608100000
165916,USD/RUB,61.608100000
165916,USD/RUB,61.608100000
165916,USD/RUB,61.603000000
165917,USD/RUB,61.608100000
165917,USD/RUB,61.608100000
165918,USD/RUB,61.608100000
165918,USD/RUB,61.608100000
165919,USD/RUB,61.608100000
165919,USD/RUB,61.608100000
165920,USD/RUB,61.608100000
165920,USD/RUB,61.608100000
165921,USD/RUB,61.608100000
165921,USD/RUB,61.602700000
165922,USD/RUB,61.608100000
165922,USD/RUB,61.608100000
165923,USD/RUB,61.608100000
165923,USD/RUB,61.608100000
165924,USD/RUB,61.608100000
165924,USD/RUB,61.602000000
165924,USD/RUB,61.608100000
165926,USD/RUB,61.604000000
165926,USD/RUB,61.608100000
165927,USD/RUB,61.608100000
165927,USD/RUB,61.594000000
165928,USD/RUB,61.608100000
165928,USD/RUB,61.604000000
165929,USD/RUB,61.608100000
165930,USD/RUB,61.608100000
165931,USD/RUB,61.608100000
165932,USD/RUB,61.602000000
165933,USD/RUB,61.608100000
165934,USD/RUB,61.608100000
165934,USD/RUB,61.608100000
165934,USD/RUB,61.602000000
165935,USD/RUB,61.608100000
165936,USD/RUB,61.608100000
165936,USD/RUB,61.604000000
165937,USD/RUB,61.608100000
165937,USD/RUB,61.602000000
165938,USD/RUB,61.603000000
165939,USD/RUB,61.608100000
165940,USD/RUB,61.608100000
165940,USD/RUB,61.603000000
165941,USD/RUB,61.608100000
165941,USD/RUB,61.608100000
165942,USD/RUB,61.608100000
165942,USD/RUB,61.607800000
165943,USD/RUB,61.608100000
165944,USD/RUB,61.608100000
165944,USD/RUB,61.602000000
165945,USD/RUB,61.608100000
165945,USD/RUB,61.604000000
165946,USD/RUB,61.608100000
165947,USD/RUB,61.602000000
165948,USD/RUB,61.608100000
165949,USD/RUB,61.608100000
165950,USD/RUB,61.556300000
165950,USD/RUB,61.607800000
165950,USD/RUB,61.572300000
165951,USD/RUB,61.591700000
165951,USD/RUB,61.558500000
165951,USD/RUB,61.607500000
165951,USD/RUB,61.610300000
165952,USD/RUB,61.593700000
165952,USD/RUB,61.611200000
165952,USD/RUB,61.560100000
165952,USD/RUB,61.611200000
165953,USD/RUB,61.607000000
165954,USD/RUB,61.611200000
165954,USD/RUB,61.595300000
165954,USD/RUB,61.611200000
165956,USD/RUB,61.607000000
165956,USD/RUB,61.611200000
165957,USD/RUB,61.611200000
165957,USD/RUB,61.604000000
165958,USD/RUB,61.610900000
165958,USD/RUB,61.611200000
165959,USD/RUB,61.599000000
165959,USD/RUB,61.610900000
165959,USD/RUB,61.560600000
165959,USD/RUB,61.560600000
165959,USD/RUB,61.607900000
165959,USD/RUB,61.560600000
165959,USD/RUB,61.605000000
170000,USD/RUB,61.608300000
170000,USD/RUB,61.560600000
170000,USD/RUB,61.609700000
170000,USD/RUB,61.594700000
170000,USD/RUB,61.606900000
170000,USD/RUB,61.609300000
170000,USD/RUB,61.560600000
170000,USD/RUB,61.609300000
170001,USD/RUB,61.608900000
170001,USD/RUB,61.609300000
170001,USD/RUB,61.560600000
170001,USD/RUB,61.609300000
170001,USD/RUB,61.609300000
170001,USD/RUB,61.612400000
170001,USD/RUB,61.560600000
170001,USD/RUB,61.607500000
170002,USD/RUB,61.612400000
170002,USD/RUB,61.560600000
170002,USD/RUB,61.612400000
170003,USD/RUB,61.596900000
170003,USD/RUB,61.612400000
170003,USD/RUB,61.612400000
170004,USD/RUB,61.612400000
170004,USD/RUB,61.596400000
170004,USD/RUB,61.611100000
170006,USD/RUB,61.599000000
170006,USD/RUB,61.611400000
170006,USD/RUB,61.601000000
170007,USD/RUB,61.610000000
170007,USD/RUB,61.561000000
170007,USD/RUB,61.561000000
170008,USD/RUB,61.611100000
170008,USD/RUB,61.611100000
170008,USD/RUB,61.607000000
170008,USD/RUB,61.611400000
170010,USD/RUB,61.611400000
170011,USD/RUB,61.611100000
170011,USD/RUB,61.611400000
170012,USD/RUB,61.610000000
170013,USD/RUB,61.611400000
170014,USD/RUB,61.613000000
170016,USD/RUB,61.611400000
170017,USD/RUB,61.610000000
170017,USD/RUB,61.611400000
170018,USD/RUB,61.611400000
170019,USD/RUB,61.611400000
170020,USD/RUB,61.577300000
170021,USD/RUB,61.611400000
170023,USD/RUB,61.609000000
170023,USD/RUB,61.611100000
170023,USD/RUB,61.611400000
170024,USD/RUB,61.611400000
170024,USD/RUB,61.611100000
170025,USD/RUB,61.610000000
170026,USD/RUB,61.611400000
170028,USD/RUB,61.611400000
170031,USD/RUB,61.611400000
170031,USD/RUB,61.596500000
170032,USD/RUB,61.561300000
170032,USD/RUB,61.561300000
170034,USD/RUB,61.611400000
170034,USD/RUB,61.611400000
170034,USD/RUB,61.609000000
170036,USD/RUB,61.610000000
170036,USD/RUB,61.611400000
170036,USD/RUB,61.601100000
170039,USD/RUB,61.611400000
170040,USD/RUB,61.607000000
170041,USD/RUB,61.561100000
170041,USD/RUB,61.561100000
170041,USD/RUB,61.611400000
170042,USD/RUB,61.611400000
170043,USD/RUB,61.610000000
170043,USD/RUB,61.611400000
170044,USD/RUB,61.611400000
170044,USD/RUB,61.611100000
170046,USD/RUB,61.611400000
170048,USD/RUB,61.611400000
170050,USD/RUB,61.560500000
170050,USD/RUB,61.551900000
170050,USD/RUB,61.610800000
170050,USD/RUB,61.608000000
170051,USD/RUB,61.574800000
170051,USD/RUB,61.608000000
170051,USD/RUB,61.608000000
170052,USD/RUB,61.608000000
170052,USD/RUB,61.608000000
170053,USD/RUB,61.607000000
170053,USD/RUB,61.592900000
170053,USD/RUB,61.608000000
170054,USD/RUB,61.603000000
170054,USD/RUB,61.608200000
170055,USD/RUB,61.607700000
170055,USD/RUB,61.608000000
170055,USD/RUB,61.608000000
170056,USD/RUB,61.607700000
170056,USD/RUB,61.558300000
170056,USD/RUB,61.608000000
170056,USD/RUB,61.597000000
170057,USD/RUB,61.607700000
170057,USD/RUB,61.558300000
170057,USD/RUB,61.594000000
170058,USD/RUB,61.607700000
170058,USD/RUB,61.609900000
170058,USD/RUB,61.593500000
170058,USD/RUB,61.594200000
170059,USD/RUB,61.609900000
170059,USD/RUB,61.606000000
170059,USD/RUB,61.609900000
170100,USD/RUB,61.609900000
170100,USD/RUB,61.594000000
170100,USD/RUB,61.607000000
170101,USD/RUB,61.609900000
170101,USD/RUB,61.609600000
170101,USD/RUB,61.605000000
170102,USD/RUB,61.609600000
170102,USD/RUB,61.593900000
170102,USD/RUB,61.608700000
170103,USD/RUB,61.608900000
170103,USD/RUB,61.559100000
170103,USD/RUB,61.559100000
170103,USD/RUB,61.594000000
170104,USD/RUB,61.608900000
170104,USD/RUB,61.608900000
170104,USD/RUB,61.609000000
170105,USD/RUB,61.608900000
170106,USD/RUB,61.608900000
170106,USD/RUB,61.599300000
170107,USD/RUB,61.607000000
170108,USD/RUB,61.559200000
170108,USD/RUB,61.559200000
170108,USD/RUB,61.608900000
170109,USD/RUB,61.615000000
170110,USD/RUB,61.608700000
170111,USD/RUB,61.608900000
170111,USD/RUB,61.559100000
170111,USD/RUB,61.559100000
170112,USD/RUB,61.607000000
170113,USD/RUB,61.608900000
170113,USD/RUB,61.608900000
170113,USD/RUB,61.609400000
170114,USD/RUB,61.607000000
170114,USD/RUB,61.609400000
170116,USD/RUB,61.607000000
170116,USD/RUB,61.609400000
170117,USD/RUB,61.610700000
170117,USD/RUB,61.594300000
170117,USD/RUB,61.610200000
170118,USD/RUB,61.594600000
170118,USD/RUB,61.611000000
170118,USD/RUB,61.610700000
170119,USD/RUB,61.610700000
170119,USD/RUB,61.610700000
170119,USD/RUB,61.609400000
170119,USD/RUB,61.594000000
170119,USD/RUB,61.610200000
170119,USD/RUB,61.609400000
170120,USD/RUB,61.610200000
170120,USD/RUB,61.605000000
170120,USD/RUB,61.609400000
170121,USD/RUB,61.607000000
170121,USD/RUB,61.609400000
170121,USD/RUB,61.609400000
170122,USD/RUB,61.609400000
170122,USD/RUB,61.605000000
170122,USD/RUB,61.610100000
170123,USD/RUB,61.594500000
170123,USD/RUB,61.610100000
170123,USD/RUB,61.594700000
170123,USD/RUB,61.610100000
170124,USD/RUB,61.610100000
170124,USD/RUB,61.560000000
170125,USD/RUB,61.560000000
170125,USD/RUB,61.610100000
170125,USD/RUB,61.608100000
170126,USD/RUB,61.610100000
170126,USD/RUB,61.606000000
170126,USD/RUB,61.610200000
170126,USD/RUB,61.610100000
170127,USD/RUB,61.610100000
170127,USD/RUB,61.610700000
170128,USD/RUB,61.610700000
170128,USD/RUB,61.610700000
170129,USD/RUB,61.610700000
170129,USD/RUB,61.607000000
170129,USD/RUB,61.610700000
170131,USD/RUB,61.610700000
170131,USD/RUB,61.560000000
170131,USD/RUB,61.560000000
170132,USD/RUB,61.610200000
170132,USD/RUB,61.594800000
170133,USD/RUB,61.610700000
170133,USD/RUB,61.561400000
170133,USD/RUB,61.612100000
170133,USD/RUB,61.561400000
170133,USD/RUB,61.610400000
170133,USD/RUB,61.561400000
170133,USD/RUB,61.610400000
170134,USD/RUB,61.561400000
170134,USD/RUB,61.612100000
170134,USD/RUB,61.596400000
170135,USD/RUB,61.612100000
170136,USD/RUB,61.609000000
170136,USD/RUB,61.612100000
170136,USD/RUB,61.601400000
170137,USD/RUB,61.611000000
170138,USD/RUB,61.561500000
170138,USD/RUB,61.561500000
170139,USD/RUB,61.612100000
170140,USD/RUB,61.596300000
170140,USD/RUB,61.607000000
170141,USD/RUB,61.612100000
170142,USD/RUB,61.611000000
170144,USD/RUB,61.612100000
170144,USD/RUB,61.596200000
170144,USD/RUB,61.610200000
170145,USD/RUB,61.596600000
170145,USD/RUB,61.612600000
170145,USD/RUB,61.611100000
170145,USD/RUB,61.612600000
170146,USD/RUB,61.596700000
170146,USD/RUB,61.561800000
170146,USD/RUB,61.561800000
170146,USD/RUB,61.612600000
170148,USD/RUB,61.596600000
170148,USD/RUB,61.612600000
170150,USD/RUB,61.612600000
170150,USD/RUB,61.561800000
170150,USD/RUB,61.561800000
170151,USD/RUB,61.612600000
170151,USD/RUB,61.561700000
170151,USD/RUB,61.612600000
170151,USD/RUB,61.612300000
170151,USD/RUB,61.561700000
170151,USD/RUB,61.611000000
170151,USD/RUB,61.612400000
170152,USD/RUB,61.596400000
170152,USD/RUB,61.612400000
170153,USD/RUB,61.612400000
170154,USD/RUB,61.606000000
170154,USD/RUB,61.612400000
170154,USD/RUB,61.562000000
170154,USD/RUB,61.562000000
170156,USD/RUB,61.612400000
170156,USD/RUB,61.611500000
170158,USD/RUB,61.612300000
170158,USD/RUB,61.596500000
170158,USD/RUB,61.599000000
170159,USD/RUB,61.612400000
170159,USD/RUB,61.612300000
170159,USD/RUB,61.562200000
170200,USD/RUB,61.562200000
170200,USD/RUB,61.612400000
170200,USD/RUB,61.611000000
170201,USD/RUB,61.612300000
170201,USD/RUB,61.612400000
170201,USD/RUB,61.607000000
170202,USD/RUB,61.612400000
170202,USD/RUB,61.611000000
170203,USD/RUB,61.610900000
170203,USD/RUB,61.562200000
170203,USD/RUB,61.608000000
170204,USD/RUB,61.610900000
170204,USD/RUB,61.609000000
170205,USD/RUB,61.610900000
170206,USD/RUB,61.610900000
170206,USD/RUB,61.611000000
170206,USD/RUB,61.601400000
170207,USD/RUB,61.612300000
170207,USD/RUB,61.561400000
170207,USD/RUB,61.561400000
170208,USD/RUB,61.610900000
170209,USD/RUB,61.610900000
170211,USD/RUB,61.610900000
170212,USD/RUB,61.595700000
170212,USD/RUB,61.612200000
170212,USD/RUB,61.561400000
170212,USD/RUB,61.561400000
170213,USD/RUB,61.595900000
170213,USD/RUB,61.612200000
170213,USD/RUB,61.596100000
170213,USD/RUB,61.607000000
170213,USD/RUB,61.612200000
170214,USD/RUB,61.612200000
170214,USD/RUB,61.612300000
170214,USD/RUB,61.562000000
170214,USD/RUB,61.596300000
170215,USD/RUB,61.562000000
170215,USD/RUB,61.612200000
170216,USD/RUB,61.610000000
170216,USD/RUB,61.596900000
170216,USD/RUB,61.613000000
170216,USD/RUB,61.607000000
170217,USD/RUB,61.563700000
170217,USD/RUB,61.597900000
170217,USD/RUB,61.563700000
170218,USD/RUB,61.611000000
170218,USD/RUB,61.613000000
170219,USD/RUB,61.597800000
170219,USD/RUB,61.613000000
170221,USD/RUB,61.613000000
170222,USD/RUB,61.613000000
170223,USD/RUB,61.597700000
170223,USD/RUB,61.563400000
170223,USD/RUB,61.563400000
170223,USD/RUB,61.613000000
170224,USD/RUB,61.613000000
170224,USD/RUB,61.608000000
170224,USD/RUB,61.613000000
170226,USD/RUB,61.613000000
170227,USD/RUB,61.609000000
170227,USD/RUB,61.611400000
170228,USD/RUB,61.612800000
170228,USD/RUB,61.613000000
170228,USD/RUB,61.613000000
170229,USD/RUB,61.610000000
170229,USD/RUB,61.613000000
170230,USD/RUB,61.611000000
170230,USD/RUB,61.597600000
170231,USD/RUB,61.613000000
170231,USD/RUB,61.613000000
170231,USD/RUB,61.613000000
170232,USD/RUB,61.597500000
170232,USD/RUB,61.612100000
170232,USD/RUB,61.563100000
170232,USD/RUB,61.563100000
170233,USD/RUB,61.613000000
170233,USD/RUB,61.563100000
170233,USD/RUB,61.612100000
170233,USD/RUB,61.612600000
170234,USD/RUB,61.609000000
170236,USD/RUB,61.612600000
170236,USD/RUB,61.603200000
170237,USD/RUB,61.611000000
170238,USD/RUB,61.613000000
170238,USD/RUB,61.612100000
170238,USD/RUB,61.612600000
170239,USD/RUB,61.612600000
170240,USD/RUB,61.611000000
170241,USD/RUB,61.612600000
170242,USD/RUB,61.613000000
170243,USD/RUB,61.612100000
170243,USD/RUB,61.612100000
170243,USD/RUB,61.612600000
170244,USD/RUB,61.612000000
170244,USD/RUB,61.562700000
170244,USD/RUB,61.612600000
170244,USD/RUB,61.611300000
170245,USD/RUB,61.611300000
170245,USD/RUB,61.596100000
170245,USD/RUB,61.610700000
170245,USD/RUB,61.611300000
170246,USD/RUB,61.602000000
170246,USD/RUB,61.562700000
170246,USD/RUB,61.612500000
170246,USD/RUB,61.612500000
170247,USD/RUB,61.612500000
170247,USD/RUB,61.596400000
170249,USD/RUB,61.612500000
170249,USD/RUB,61.596600000
170251,USD/RUB,61.608000000
170251,USD/RUB,61.612500000
170252,USD/RUB,61.609000000
170253,USD/RUB,61.611000000
170254,USD/RUB,61.612500000
170256,USD/RUB,61.612500000
170256,USD/RUB,61.612500000
170257,USD/RUB,61.610000000
170257,USD/RUB,61.612500000
170258,USD/RUB,61.612500000
170258,USD/RUB,61.611400000
170259,USD/RUB,61.612500000
170301,USD/RUB,61.612500000
170302,USD/RUB,61.611000000
170302,USD/RUB,61.612500000
170302,USD/RUB,61.612500000
170303,USD/RUB,61.608000000
170303,USD/RUB,61.597100000
170303,USD/RUB,61.612900000
170303,USD/RUB,61.612300000
170304,USD/RUB,61.597400000
170304,USD/RUB,61.612900000
170305,USD/RUB,61.563000000
170305,USD/RUB,61.563000000
170306,USD/RUB,61.612900000
170306,USD/RUB,61.602900000
170307,USD/RUB,61.611000000
170308,USD/RUB,61.612900000
170309,USD/RUB,61.612300000
170309,USD/RUB,61.609000000
170310,USD/RUB,61.610000000
170310,USD/RUB,61.613100000
170310,USD/RUB,61.563000000
170310,USD/RUB,61.611000000
170311,USD/RUB,61.613100000
170311,USD/RUB,61.609000000
170312,USD/RUB,61.613100000
170312,USD/RUB,61.611000000
170313,USD/RUB,61.613100000
170313,USD/RUB,61.596700000
170314,USD/RUB,61.613100000
170315,USD/RUB,61.612300000
170316,USD/RUB,61.613100000
170316,USD/RUB,61.561900000
170316,USD/RUB,61.609000000
170317,USD/RUB,61.613100000
170318,USD/RUB,61.613100000
170318,USD/RUB,61.561900000
170318,USD/RUB,61.561900000
170319,USD/RUB,61.613100000
170319,USD/RUB,61.596500000
170320,USD/RUB,61.611600000
170320,USD/RUB,61.596500000
170320,USD/RUB,61.612900000
170320,USD/RUB,61.610000000
170321,USD/RUB,61.612900000
170321,USD/RUB,61.612900000
170321,USD/RUB,61.611000000
170323,USD/RUB,61.597300000
170323,USD/RUB,61.607000000
170323,USD/RUB,61.612500000
170323,USD/RUB,61.612500000
170324,USD/RUB,61.611000000
170325,USD/RUB,61.596800000
170325,USD/RUB,61.612500000
170325,USD/RUB,61.612000000
170325,USD/RUB,61.596600000
170326,USD/RUB,61.612500000
170326,USD/RUB,61.594000000
170327,USD/RUB,61.612500000
170328,USD/RUB,61.611000000
170328,USD/RUB,61.612500000
170329,USD/RUB,61.611400000
170329,USD/RUB,61.596500000
170330,USD/RUB,61.610000000
170330,USD/RUB,61.607500000
170330,USD/RUB,61.612500000
170331,USD/RUB,61.612500000
170333,USD/RUB,61.612500000
170336,USD/RUB,61.611000000
170336,USD/RUB,61.612500000
170336,USD/RUB,61.602600000
170338,USD/RUB,61.612500000
170341,USD/RUB,61.612500000
170343,USD/RUB,61.611000000
170343,USD/RUB,61.612500000
170344,USD/RUB,61.612500000
170344,USD/RUB,61.611000000
170345,USD/RUB,61.612500000
170346,USD/RUB,61.600000000
170346,USD/RUB,61.612500000
170347,USD/RUB,61.612000000
170347,USD/RUB,61.562700000
170347,USD/RUB,61.577300000
170348,USD/RUB,61.599000000
170348,USD/RUB,61.610300000
170348,USD/RUB,61.609400000
170349,USD/RUB,61.610300000
170349,USD/RUB,61.608000000
170349,USD/RUB,61.610300000
170350,USD/RUB,61.610300000
170350,USD/RUB,61.561600000
170350,USD/RUB,61.610300000
170351,USD/RUB,61.610300000
170351,USD/RUB,61.610300000
170352,USD/RUB,61.610300000
170352,USD/RUB,61.611000000
170354,USD/RUB,61.610300000
170354,USD/RUB,61.606000000
170355,USD/RUB,61.607000000
170356,USD/RUB,61.611000000
170356,USD/RUB,61.610300000
170359,USD/RUB,61.610300000
170400,USD/RUB,61.611500000
170401,USD/RUB,61.610300000
170402,USD/RUB,61.609000000
170403,USD/RUB,61.611000000
170404,USD/RUB,61.610300000
170406,USD/RUB,61.610300000
170406,USD/RUB,61.595100000
170406,USD/RUB,61.601500000
170407,USD/RUB,61.607000000
170407,USD/RUB,61.610300000
170408,USD/RUB,61.611000000
170408,USD/RUB,61.610300000
170410,USD/RUB,61.561500000
170410,USD/RUB,61.561500000
170410,USD/RUB,61.595000000
170411,USD/RUB,61.609400000
170411,USD/RUB,61.613600000
170411,USD/RUB,61.596400000
170411,USD/RUB,61.607500000
170412,USD/RUB,61.613600000
170412,USD/RUB,61.602000000
170412,USD/RUB,61.613600000
170413,USD/RUB,61.613600000
170413,USD/RUB,61.611000000
170414,USD/RUB,61.613600000
170414,USD/RUB,61.613600000
170414,USD/RUB,61.596900000
170416,USD/RUB,61.611900000
170416,USD/RUB,61.613600000
170417,USD/RUB,61.579800000
170417,USD/RUB,61.610000000
170417,USD/RUB,61.613600000
170418,USD/RUB,61.610000000
170418,USD/RUB,61.596600000
170418,USD/RUB,61.612100000
170418,USD/RUB,61.612100000
170419,USD/RUB,61.612100000
170420,USD/RUB,61.611000000
170420,USD/RUB,61.610000000
170420,USD/RUB,61.612100000
170421,USD/RUB,61.611800000
170421,USD/RUB,61.611000000
170421,USD/RUB,61.612100000
170422,USD/RUB,61.611000000
170423,USD/RUB,61.612100000
170423,USD/RUB,61.609000000
170424,USD/RUB,61.608000000
170424,USD/RUB,61.612100000
170424,USD/RUB,61.609000000
170425,USD/RUB,61.611000000
170426,USD/RUB,61.612100000
170428,USD/RUB,61.612100000
170428,USD/RUB,61.563000000
170429,USD/RUB,61.563000000
170429,USD/RUB,61.612100000
170431,USD/RUB,61.612100000
170431,USD/RUB,61.611400000
170433,USD/RUB,61.612100000
170434,USD/RUB,61.611800000
170434,USD/RUB,61.607500000
170434,USD/RUB,61.610000000
170434,USD/RUB,61.612100000
170436,USD/RUB,61.612100000
170436,USD/RUB,61.603000000
170438,USD/RUB,61.612100000
170438,USD/RUB,61.612100000
170439,USD/RUB,61.609000000
170441,USD/RUB,61.596500000
170441,USD/RUB,61.612100000
170442,USD/RUB,61.596200000
170442,USD/RUB,61.612100000
170442,USD/RUB,61.563000000
170442,USD/RUB,61.610100000
170443,USD/RUB,61.562700000
170443,USD/RUB,61.610700000
170443,USD/RUB,61.610700000
