<TIME>,EUR/RUB,<LAST>
151509,EUR/RUB,68.257000000
151510,EUR/RUB,68.257000000
151511,EUR/RUB,68.257000000
151512,EUR/RUB,68.257000000
151513,EUR/RUB,68.256000000
151514,EUR/RUB,68.256000000
151514,EUR/RUB,68.261200000
151514,EUR/RUB,68.257000000
151515,EUR/RUB,68.257000000
151515,EUR/RUB,68.257000000
151516,EUR/RUB,68.257000000
151516,EUR/RUB,68.257000000
151517,EUR/RUB,68.257000000
151517,EUR/RUB,68.257000000
151518,EUR/RUB,68.257000000
151518,EUR/RUB,68.215000000
151518,EUR/RUB,68.257000000
151519,EUR/RUB,68.257000000
151519,EUR/RUB,68.258000000
151520,EUR/RUB,68.258000000
151520,EUR/RUB,68.258000000
151521,EUR/RUB,68.258000000
151521,EUR/RUB,68.257000000
151522,EUR/RUB,68.257000000
151522,EUR/RUB,68.256000000
151523,EUR/RUB,68.256000000
151524,EUR/RUB,68.256000000
151524,EUR/RUB,68.257000000
151525,EUR/RUB,68.258000000
151526,EUR/RUB,68.258000000
151526,EUR/RUB,68.257000000
151527,EUR/RUB,68.257000000
151528,EUR/RUB,68.257000000
151529,EUR/RUB,68.258000000
151530,EUR/RUB,68.258000000
151531,EUR/RUB,68.258000000
151532,EUR/RUB,68.258000000
151533,EUR/RUB,68.257000000
151533,EUR/RUB,68.255000000
151534,EUR/RUB,68.257000000
151535,EUR/RUB,68.257000000
151536,EUR/RUB,68.258000000
151537,EUR/RUB,68.256000000
151538,EUR/RUB,68.257000000
151539,EUR/RUB,68.257000000
151540,EUR/RUB,68.258000000
151541,EUR/RUB,68.256000000
151542,EUR/RUB,68.256000000
151543,EUR/RUB,68.257000000
151544,EUR/RUB,68.258000000
151546,EUR/RUB,68.257000000
151547,EUR/RUB,68.257000000
151548,EUR/RUB,68.262500000
151548,EUR/RUB,68.258000000
151549,EUR/RUB,68.258000000
151550,EUR/RUB,68.258000000
151551,EUR/RUB,68.257000000
151553,EUR/RUB,68.258000000
151555,EUR/RUB,68.257000000
151555,EUR/RUB,68.257000000
151556,EUR/RUB,68.256000000
151557,EUR/RUB,68.257000000
151558,EUR/RUB,68.257000000
151559,EUR/RUB,68.257000000
151600,EUR/RUB,68.255000000
151600,EUR/RUB,68.255000000
151601,EUR/RUB,68.255000000
151601,EUR/RUB,68.255000000
151601,EUR/RUB,68.254000000
151602,EUR/RUB,68.254000000
151602,EUR/RUB,68.254000000
151603,EUR/RUB,68.254000000
151603,EUR/RUB,68.255000000
151603,EUR/RUB,68.255000000
151604,EUR/RUB,68.255000000
151604,EUR/RUB,68.255000000
151605,EUR/RUB,68.255000000
151605,EUR/RUB,68.255000000
151606,EUR/RUB,68.255000000
151607,EUR/RUB,68.255000000
151607,EUR/RUB,68.255000000
151608,EUR/RUB,68.255000000
151608,EUR/RUB,68.255000000
151609,EUR/RUB,68.255000000
151609,EUR/RUB,68.255000000
151610,EUR/RUB,68.255000000
151610,EUR/RUB,68.255000000
151611,EUR/RUB,68.255000000
151611,EUR/RUB,68.255000000
151612,EUR/RUB,68.255000000
151613,EUR/RUB,68.255000000
151613,EUR/RUB,68.255000000
151613,EUR/RUB,68.255000000
151614,EUR/RUB,68.255000000
151614,EUR/RUB,68.255000000
151615,EUR/RUB,68.255000000
151615,EUR/RUB,68.255000000
151616,EUR/RUB,68.255000000
151616,EUR/RUB,68.255000000
151617,EUR/RUB,68.255000000
151618,EUR/RUB,68.214000000
151618,EUR/RUB,68.255000000
151619,EUR/RUB,68.255000000
151619,EUR/RUB,68.255000000
151619,EUR/RUB,68.255000000
151620,EUR/RUB,68.259500000
151620,EUR/RUB,68.254000000
151621,EUR/RUB,68.254000000
151621,EUR/RUB,68.255000000
151622,EUR/RUB,68.255000000
151622,EUR/RUB,68.255000000
151623,EUR/RUB,68.255000000
151623,EUR/RUB,68.255000000
151624,EUR/RUB,68.255000000
151624,EUR/RUB,68.255000000
151625,EUR/RUB,68.255000000
151625,EUR/RUB,68.254000000
151626,EUR/RUB,68.254000000
151626,EUR/RUB,68.254000000
151627,EUR/RUB,68.254000000
151627,EUR/RUB,68.255000000
151628,EUR/RUB,68.255000000
151628,EUR/RUB,68.255000000
151629,EUR/RUB,68.255000000
151630,EUR/RUB,68.255000000
151631,EUR/RUB,68.255000000
151631,EUR/RUB,68.254000000
151632,EUR/RUB,68.254000000
151632,EUR/RUB,68.253000000
151633,EUR/RUB,68.253000000
151633,EUR/RUB,68.254000000
151634,EUR/RUB,68.254000000
151634,EUR/RUB,68.254000000
151635,EUR/RUB,68.254000000
151635,EUR/RUB,68.254000000
151636,EUR/RUB,68.254000000
151636,EUR/RUB,68.253000000
151637,EUR/RUB,68.253000000
151637,EUR/RUB,68.253000000
151638,EUR/RUB,68.253000000
151638,EUR/RUB,68.253000000
151639,EUR/RUB,68.253000000
151639,EUR/RUB,68.253000000
151640,EUR/RUB,68.253000000
151641,EUR/RUB,68.253000000
151641,EUR/RUB,68.253000000
151641,EUR/RUB,68.253000000
151642,EUR/RUB,68.253000000
151643,EUR/RUB,68.254000000
151643,EUR/RUB,68.254000000
151644,EUR/RUB,68.254000000
151644,EUR/RUB,68.254000000
151645,EUR/RUB,68.254000000
151645,EUR/RUB,68.254000000
151646,EUR/RUB,68.254000000
151646,EUR/RUB,68.254000000
151647,EUR/RUB,68.254000000
151647,EUR/RUB,68.254000000
151647,EUR/RUB,68.254000000
151648,EUR/RUB,68.254000000
151648,EUR/RUB,68.254000000
151649,EUR/RUB,68.254000000
151650,EUR/RUB,68.254000000
151650,EUR/RUB,68.254000000
151650,EUR/RUB,68.252000000
151651,EUR/RUB,68.257200000
151651,EUR/RUB,68.252000000
151651,EUR/RUB,68.210000000
151651,EUR/RUB,68.252000000
151652,EUR/RUB,68.252000000
151652,EUR/RUB,68.252000000
151653,EUR/RUB,68.252000000
151653,EUR/RUB,68.254000000
151654,EUR/RUB,68.254000000
151655,EUR/RUB,68.254000000
151655,EUR/RUB,68.254000000
151656,EUR/RUB,68.252000000
151656,EUR/RUB,68.252000000
151657,EUR/RUB,68.252000000
151657,EUR/RUB,68.252000000
151657,EUR/RUB,68.251000000
151658,EUR/RUB,68.251000000
151658,EUR/RUB,68.252000000
151659,EUR/RUB,68.252000000
151700,EUR/RUB,68.252000000
151700,EUR/RUB,68.252000000
151701,EUR/RUB,68.252000000
151701,EUR/RUB,68.253000000
151702,EUR/RUB,68.253000000
151702,EUR/RUB,68.252000000
151703,EUR/RUB,68.252000000
151703,EUR/RUB,68.252000000
151704,EUR/RUB,68.252000000
151704,EUR/RUB,68.252000000
151704,EUR/RUB,68.253000000
151705,EUR/RUB,68.253000000
151705,EUR/RUB,68.252000000
151706,EUR/RUB,68.252000000
151706,EUR/RUB,68.252000000
151707,EUR/RUB,68.252000000
151707,EUR/RUB,68.252000000
151708,EUR/RUB,68.252000000
151709,EUR/RUB,68.253000000
151709,EUR/RUB,68.253000000
151711,EUR/RUB,68.253000000
151712,EUR/RUB,68.253000000
151713,EUR/RUB,68.253000000
151714,EUR/RUB,68.253000000
151715,EUR/RUB,68.254000000
151716,EUR/RUB,68.254000000
151717,EUR/RUB,68.253000000
151718,EUR/RUB,68.253000000
151719,EUR/RUB,68.253000000
151720,EUR/RUB,68.254000000
151721,EUR/RUB,68.255000000
151721,EUR/RUB,68.212000000
151722,EUR/RUB,68.254000000
151722,EUR/RUB,68.259100000
151724,EUR/RUB,68.255000000
151726,EUR/RUB,68.255000000
151727,EUR/RUB,68.254000000
151728,EUR/RUB,68.254000000
151729,EUR/RUB,68.255000000
151731,EUR/RUB,68.255000000
151733,EUR/RUB,68.255000000
151734,EUR/RUB,68.255000000
151734,EUR/RUB,68.255000000
151735,EUR/RUB,68.256000000
151736,EUR/RUB,68.255000000
151737,EUR/RUB,68.255000000
151738,EUR/RUB,68.255000000
151739,EUR/RUB,68.256000000
151740,EUR/RUB,68.256000000
151741,EUR/RUB,68.256000000
151742,EUR/RUB,68.256000000
151743,EUR/RUB,68.256000000
151744,EUR/RUB,68.256000000
151746,EUR/RUB,68.255000000
151748,EUR/RUB,68.255000000
151749,EUR/RUB,68.256000000
151750,EUR/RUB,68.256000000
151751,EUR/RUB,68.255000000
151752,EUR/RUB,68.256000000
151753,EUR/RUB,68.261400000
151753,EUR/RUB,68.255000000
151754,EUR/RUB,68.256000000
151755,EUR/RUB,68.256000000
151756,EUR/RUB,68.256000000
151758,EUR/RUB,68.256000000
151759,EUR/RUB,68.257000000
151800,EUR/RUB,68.257000000
151801,EUR/RUB,68.256000000
151802,EUR/RUB,68.256000000
151803,EUR/RUB,68.256000000
151804,EUR/RUB,68.257000000
151804,EUR/RUB,68.256000000
151805,EUR/RUB,68.256000000
151806,EUR/RUB,68.256000000
151807,EUR/RUB,68.256000000
151808,EUR/RUB,68.256000000
151809,EUR/RUB,68.256000000
151810,EUR/RUB,68.257000000
151811,EUR/RUB,68.256000000
151812,EUR/RUB,68.256000000
151813,EUR/RUB,68.256000000
151814,EUR/RUB,68.256000000
151814,EUR/RUB,68.256000000
151815,EUR/RUB,68.256000000
151815,EUR/RUB,68.256000000
151816,EUR/RUB,68.256000000
151816,EUR/RUB,68.255000000
151817,EUR/RUB,68.255000000
151817,EUR/RUB,68.255000000
151818,EUR/RUB,68.255000000
151818,EUR/RUB,68.255000000
151819,EUR/RUB,68.255000000
151819,EUR/RUB,68.255000000
151820,EUR/RUB,68.255000000
151820,EUR/RUB,68.256000000
151821,EUR/RUB,68.256000000
151821,EUR/RUB,68.255000000
151823,EUR/RUB,68.255000000
151824,EUR/RUB,68.256000000
151824,EUR/RUB,68.260900000
151825,EUR/RUB,68.253000000
151825,EUR/RUB,68.210000000
151826,EUR/RUB,68.253000000
151827,EUR/RUB,68.253000000
151828,EUR/RUB,68.252000000
151829,EUR/RUB,68.251000000
151830,EUR/RUB,68.251000000
151831,EUR/RUB,68.251000000
151832,EUR/RUB,68.251000000
151833,EUR/RUB,68.251000000
151834,EUR/RUB,68.251000000
151834,EUR/RUB,68.251000000
151835,EUR/RUB,68.254000000
151836,EUR/RUB,68.253000000
151837,EUR/RUB,68.254000000
151838,EUR/RUB,68.255000000
151839,EUR/RUB,68.255000000
151840,EUR/RUB,68.255000000
151841,EUR/RUB,68.254000000
151842,EUR/RUB,68.253000000
151843,EUR/RUB,68.254000000
151844,EUR/RUB,68.254000000
151845,EUR/RUB,68.254000000
151846,EUR/RUB,68.254000000
151848,EUR/RUB,68.253000000
151849,EUR/RUB,68.254000000
151850,EUR/RUB,68.252000000
151851,EUR/RUB,68.251000000
151852,EUR/RUB,68.251000000
151853,EUR/RUB,68.252000000
151854,EUR/RUB,68.252000000
151855,EUR/RUB,68.252000000
151855,EUR/RUB,68.255900000
151855,EUR/RUB,68.210000000
151856,EUR/RUB,68.252000000
151857,EUR/RUB,68.252000000
151858,EUR/RUB,68.251000000
151859,EUR/RUB,68.252000000
151900,EUR/RUB,68.251000000
151901,EUR/RUB,68.252000000
151902,EUR/RUB,68.251000000
151903,EUR/RUB,68.251000000
151904,EUR/RUB,68.258000000
151904,EUR/RUB,68.252000000
151904,EUR/RUB,68.252000000
151905,EUR/RUB,68.253000000
151905,EUR/RUB,68.253000000
151906,EUR/RUB,68.251000000
151906,EUR/RUB,68.251000000
151907,EUR/RUB,68.251000000
151907,EUR/RUB,68.251000000
151908,EUR/RUB,68.252000000
151908,EUR/RUB,68.252000000
151909,EUR/RUB,68.252000000
151909,EUR/RUB,68.252000000
151910,EUR/RUB,68.252000000
151910,EUR/RUB,68.252000000
151911,EUR/RUB,68.252000000
151911,EUR/RUB,68.252000000
151912,EUR/RUB,68.252000000
151912,EUR/RUB,68.252000000
151913,EUR/RUB,68.252000000
151913,EUR/RUB,68.252000000
151914,EUR/RUB,68.252000000
151914,EUR/RUB,68.252000000
151915,EUR/RUB,68.253000000
151915,EUR/RUB,68.253000000
151916,EUR/RUB,68.252000000
151916,EUR/RUB,68.252000000
151917,EUR/RUB,68.253000000
151917,EUR/RUB,68.253000000
151918,EUR/RUB,68.253000000
151918,EUR/RUB,68.253000000
151919,EUR/RUB,68.253000000
151919,EUR/RUB,68.253000000
151920,EUR/RUB,68.253000000
151921,EUR/RUB,68.254000000
151921,EUR/RUB,68.254000000
151922,EUR/RUB,68.252000000
151922,EUR/RUB,68.252000000
151923,EUR/RUB,68.253000000
151923,EUR/RUB,68.253000000
151924,EUR/RUB,68.253000000
151924,EUR/RUB,68.253000000
151925,EUR/RUB,68.252000000
151925,EUR/RUB,68.252000000
151926,EUR/RUB,68.213000000
151926,EUR/RUB,68.252000000
151926,EUR/RUB,68.257800000
151927,EUR/RUB,68.252000000
151927,EUR/RUB,68.252000000
151928,EUR/RUB,68.252000000
151928,EUR/RUB,68.252000000
151929,EUR/RUB,68.254000000
151929,EUR/RUB,68.254000000
151930,EUR/RUB,68.253000000
151930,EUR/RUB,68.253000000
151931,EUR/RUB,68.252000000
151931,EUR/RUB,68.252000000
151932,EUR/RUB,68.253000000
151932,EUR/RUB,68.253000000
151933,EUR/RUB,68.253000000
151933,EUR/RUB,68.253000000
151934,EUR/RUB,68.253000000
151934,EUR/RUB,68.253000000
151935,EUR/RUB,68.252000000
151935,EUR/RUB,68.252000000
151936,EUR/RUB,68.253000000
151936,EUR/RUB,68.253000000
151937,EUR/RUB,68.253000000
151937,EUR/RUB,68.253000000
151938,EUR/RUB,68.251000000
151938,EUR/RUB,68.251000000
151939,EUR/RUB,68.251000000
151939,EUR/RUB,68.251000000
151940,EUR/RUB,68.251000000
151940,EUR/RUB,68.251000000
151941,EUR/RUB,68.253000000
151941,EUR/RUB,68.253000000
151942,EUR/RUB,68.252000000
151942,EUR/RUB,68.252000000
151943,EUR/RUB,68.253000000
151943,EUR/RUB,68.253000000
151944,EUR/RUB,68.253000000
151944,EUR/RUB,68.253000000
151946,EUR/RUB,68.251000000
151947,EUR/RUB,68.254000000
151948,EUR/RUB,68.254000000
151949,EUR/RUB,68.253000000
151950,EUR/RUB,68.253000000
151951,EUR/RUB,68.253000000
151952,EUR/RUB,68.253000000
151953,EUR/RUB,68.255000000
151953,EUR/RUB,68.255000000
151954,EUR/RUB,68.250000000
151954,EUR/RUB,68.250000000
151955,EUR/RUB,68.250000000
151956,EUR/RUB,68.210000000
151956,EUR/RUB,68.252000000
151957,EUR/RUB,68.252000000
151957,EUR/RUB,68.257700000
151958,EUR/RUB,68.256000000
151958,EUR/RUB,68.256000000
151959,EUR/RUB,68.257000000
151959,EUR/RUB,68.257000000
152000,EUR/RUB,68.268000000
152000,EUR/RUB,68.257000000
152000,EUR/RUB,68.257000000
152001,EUR/RUB,68.262000000
152001,EUR/RUB,68.262000000
152002,EUR/RUB,68.261000000
152002,EUR/RUB,68.261000000
152003,EUR/RUB,68.261000000
152003,EUR/RUB,68.261000000
152004,EUR/RUB,68.262000000
152004,EUR/RUB,68.262000000
152005,EUR/RUB,68.261000000
152005,EUR/RUB,68.261000000
152006,EUR/RUB,68.262000000
152006,EUR/RUB,68.262000000
152007,EUR/RUB,68.260000000
152007,EUR/RUB,68.260000000
152008,EUR/RUB,68.260000000
152008,EUR/RUB,68.260000000
152009,EUR/RUB,68.261000000
152009,EUR/RUB,68.261000000
152010,EUR/RUB,68.261000000
152010,EUR/RUB,68.261000000
152010,EUR/RUB,68.260000000
152011,EUR/RUB,68.260000000
152011,EUR/RUB,68.260000000
152012,EUR/RUB,68.260000000
152012,EUR/RUB,68.260000000
152013,EUR/RUB,68.260000000
152013,EUR/RUB,68.261000000
152014,EUR/RUB,68.261000000
152014,EUR/RUB,68.261000000
152015,EUR/RUB,68.261000000
152015,EUR/RUB,68.260000000
152016,EUR/RUB,68.260000000
152017,EUR/RUB,68.260000000
152017,EUR/RUB,68.260000000
152017,EUR/RUB,68.260000000
152018,EUR/RUB,68.260000000
152018,EUR/RUB,68.260000000
152019,EUR/RUB,68.260000000
152019,EUR/RUB,68.260000000
152020,EUR/RUB,68.260000000
152020,EUR/RUB,68.260000000
152021,EUR/RUB,68.260000000
152021,EUR/RUB,68.260000000
152022,EUR/RUB,68.260000000
152022,EUR/RUB,68.262000000
152023,EUR/RUB,68.262000000
152023,EUR/RUB,68.261000000
152024,EUR/RUB,68.261000000
152024,EUR/RUB,68.261000000
152025,EUR/RUB,68.261000000
152026,EUR/RUB,68.261000000
152026,EUR/RUB,68.261000000
152026,EUR/RUB,68.220000000
152027,EUR/RUB,68.262000000
152027,EUR/RUB,68.262000000
152028,EUR/RUB,68.262000000
152028,EUR/RUB,68.267600000
152029,EUR/RUB,68.262000000
152030,EUR/RUB,68.261000000
152031,EUR/RUB,68.260000000
152032,EUR/RUB,68.261000000
152034,EUR/RUB,68.261000000
152034,EUR/RUB,68.261000000
152035,EUR/RUB,68.261000000
152036,EUR/RUB,68.260000000
152037,EUR/RUB,68.260000000
152038,EUR/RUB,68.263000000
152039,EUR/RUB,68.262000000
152040,EUR/RUB,68.263000000
152041,EUR/RUB,68.262000000
152042,EUR/RUB,68.262000000
152043,EUR/RUB,68.263000000
152044,EUR/RUB,68.263000000
152044,EUR/RUB,68.263000000
152045,EUR/RUB,68.263000000
152046,EUR/RUB,68.262000000
152047,EUR/RUB,68.262000000
152048,EUR/RUB,68.263000000
152050,EUR/RUB,68.263000000
152050,EUR/RUB,68.263000000
152051,EUR/RUB,68.263000000
152053,EUR/RUB,68.262000000
152053,EUR/RUB,68.263000000
152055,EUR/RUB,68.263000000
152055,EUR/RUB,68.263000000
152056,EUR/RUB,68.263000000
152058,EUR/RUB,68.264000000
152059,EUR/RUB,68.264000000
152059,EUR/RUB,68.267700000
152059,EUR/RUB,68.264000000
152100,EUR/RUB,68.263000000
152101,EUR/RUB,68.263000000
152102,EUR/RUB,68.263000000
152104,EUR/RUB,68.265000000
152104,EUR/RUB,68.263000000
152104,EUR/RUB,68.265000000
152105,EUR/RUB,68.264000000
152107,EUR/RUB,68.264000000
152107,EUR/RUB,68.263000000
152108,EUR/RUB,68.264000000
152109,EUR/RUB,68.264000000
152110,EUR/RUB,68.263000000
152111,EUR/RUB,68.263000000
152112,EUR/RUB,68.262000000
152113,EUR/RUB,68.262000000
152114,EUR/RUB,68.263000000
152115,EUR/RUB,68.264000000
152116,EUR/RUB,68.263000000
152117,EUR/RUB,68.264000000
152118,EUR/RUB,68.264000000
152119,EUR/RUB,68.264000000
152120,EUR/RUB,68.263000000
152121,EUR/RUB,68.264000000
152122,EUR/RUB,68.263000000
152123,EUR/RUB,68.264000000
152124,EUR/RUB,68.264000000
152125,EUR/RUB,68.264000000
152126,EUR/RUB,68.264000000
152126,EUR/RUB,68.222000000
152128,EUR/RUB,68.264000000
152129,EUR/RUB,68.264000000
152129,EUR/RUB,68.264000000
152130,EUR/RUB,68.264000000
152130,EUR/RUB,68.269300000
152131,EUR/RUB,68.264000000
152132,EUR/RUB,68.263000000
152133,EUR/RUB,68.264000000
152134,EUR/RUB,68.263000000
152134,EUR/RUB,68.263000000
152135,EUR/RUB,68.263000000
152136,EUR/RUB,68.263000000
152137,EUR/RUB,68.262000000
152138,EUR/RUB,68.262000000
152139,EUR/RUB,68.262000000
152140,EUR/RUB,68.263000000
152141,EUR/RUB,68.263000000
152142,EUR/RUB,68.262000000
152143,EUR/RUB,68.262000000
152144,EUR/RUB,68.263000000
152145,EUR/RUB,68.263000000
152146,EUR/RUB,68.262000000
152147,EUR/RUB,68.261000000
152148,EUR/RUB,68.261000000
152149,EUR/RUB,68.261000000
152150,EUR/RUB,68.261000000
152151,EUR/RUB,68.262000000
152152,EUR/RUB,68.262000000
152153,EUR/RUB,68.262000000
152154,EUR/RUB,68.262000000
152155,EUR/RUB,68.262000000
152156,EUR/RUB,68.262000000
152157,EUR/RUB,68.262000000
152158,EUR/RUB,68.261000000
152159,EUR/RUB,68.262000000
152200,EUR/RUB,68.262000000
152201,EUR/RUB,68.262000000
152201,EUR/RUB,68.267100000
152202,EUR/RUB,68.261000000
152203,EUR/RUB,68.261000000
152204,EUR/RUB,68.263000000
152204,EUR/RUB,68.262000000
152205,EUR/RUB,68.260000000
152206,EUR/RUB,68.262000000
152207,EUR/RUB,68.260000000
152208,EUR/RUB,68.260000000
152209,EUR/RUB,68.260000000
152210,EUR/RUB,68.261000000
152211,EUR/RUB,68.261000000
152212,EUR/RUB,68.261000000
152213,EUR/RUB,68.261000000
152214,EUR/RUB,68.259000000
152215,EUR/RUB,68.259000000
152215,EUR/RUB,68.219000000
152216,EUR/RUB,68.259000000
152217,EUR/RUB,68.259000000
152218,EUR/RUB,68.259000000
152219,EUR/RUB,68.259000000
152220,EUR/RUB,68.259000000
152222,EUR/RUB,68.259000000
152223,EUR/RUB,68.259000000
152224,EUR/RUB,68.259000000
152225,EUR/RUB,68.260000000
152226,EUR/RUB,68.259000000
152227,EUR/RUB,68.258000000
152228,EUR/RUB,68.258000000
152229,EUR/RUB,68.260000000
152230,EUR/RUB,68.260000000
152231,EUR/RUB,68.261000000
152232,EUR/RUB,68.261000000
152232,EUR/RUB,68.266600000
152233,EUR/RUB,68.261000000
152234,EUR/RUB,68.261000000
152234,EUR/RUB,68.261000000
152235,EUR/RUB,68.261000000
152236,EUR/RUB,68.261000000
152237,EUR/RUB,68.261000000
152238,EUR/RUB,68.260000000
152239,EUR/RUB,68.261000000
152240,EUR/RUB,68.261000000
152241,EUR/RUB,68.261000000
152242,EUR/RUB,68.261000000
152244,EUR/RUB,68.261000000
152245,EUR/RUB,68.261000000
152246,EUR/RUB,68.261000000
152247,EUR/RUB,68.261000000
152248,EUR/RUB,68.261000000
152249,EUR/RUB,68.261000000
152249,EUR/RUB,68.260000000
152250,EUR/RUB,68.260000000
152250,EUR/RUB,68.261000000
152251,EUR/RUB,68.261000000
152251,EUR/RUB,68.261000000
152252,EUR/RUB,68.261000000
152252,EUR/RUB,68.261000000
152253,EUR/RUB,68.261000000
152254,EUR/RUB,68.260000000
152256,EUR/RUB,68.260000000
152257,EUR/RUB,68.260000000
152258,EUR/RUB,68.260000000
152259,EUR/RUB,68.260000000
152300,EUR/RUB,68.260000000
152301,EUR/RUB,68.260000000
152303,EUR/RUB,68.263000000
152304,EUR/RUB,68.260000000
152304,EUR/RUB,68.259000000
152304,EUR/RUB,68.260000000
152305,EUR/RUB,68.260000000
152306,EUR/RUB,68.260000000
152307,EUR/RUB,68.261000000
152308,EUR/RUB,68.261000000
152309,EUR/RUB,68.260000000
152310,EUR/RUB,68.222000000
152310,EUR/RUB,68.260000000
152311,EUR/RUB,68.261000000
152312,EUR/RUB,68.260000000
152313,EUR/RUB,68.261000000
152315,EUR/RUB,68.261000000
152315,EUR/RUB,68.260000000
152316,EUR/RUB,68.260000000
152317,EUR/RUB,68.260000000
152318,EUR/RUB,68.260000000
152319,EUR/RUB,68.259000000
152320,EUR/RUB,68.260000000
152322,EUR/RUB,68.260000000
152322,EUR/RUB,68.261000000
152324,EUR/RUB,68.260000000
152324,EUR/RUB,68.260000000
152326,EUR/RUB,68.261000000
152327,EUR/RUB,68.261000000
152328,EUR/RUB,68.259000000
152329,EUR/RUB,68.259000000
152330,EUR/RUB,68.259000000
152331,EUR/RUB,68.258000000
152331,EUR/RUB,68.260000000
152332,EUR/RUB,68.258000000
152333,EUR/RUB,68.258000000
152334,EUR/RUB,68.258000000
152334,EUR/RUB,68.261600000
152334,EUR/RUB,68.258000000
152336,EUR/RUB,68.258000000
152337,EUR/RUB,68.258000000
152338,EUR/RUB,68.255000000
152339,EUR/RUB,68.255000000
152339,EUR/RUB,68.218000000
152340,EUR/RUB,68.255000000
152341,EUR/RUB,68.255000000
152342,EUR/RUB,68.255000000
152343,EUR/RUB,68.252000000
152344,EUR/RUB,68.252000000
152345,EUR/RUB,68.253000000
152346,EUR/RUB,68.253000000
152346,EUR/RUB,68.257000000
152347,EUR/RUB,68.257000000
152347,EUR/RUB,68.257000000
152348,EUR/RUB,68.254000000
152349,EUR/RUB,68.254000000
152350,EUR/RUB,68.254000000
152351,EUR/RUB,68.254000000
152351,EUR/RUB,68.254000000
152352,EUR/RUB,68.257000000
152352,EUR/RUB,68.257000000
152353,EUR/RUB,68.257000000
152353,EUR/RUB,68.257000000
152353,EUR/RUB,68.253000000
152355,EUR/RUB,68.253000000
152356,EUR/RUB,68.253000000
152356,EUR/RUB,68.257000000
152357,EUR/RUB,68.257000000
152358,EUR/RUB,68.253000000
152359,EUR/RUB,68.253000000
152359,EUR/RUB,68.254000000
152400,EUR/RUB,68.254000000
152400,EUR/RUB,68.254000000
152401,EUR/RUB,68.254000000
152401,EUR/RUB,68.257000000
152402,EUR/RUB,68.257000000
152403,EUR/RUB,68.257000000
152403,EUR/RUB,68.257000000
152404,EUR/RUB,68.254000000
152404,EUR/RUB,68.260000000
152405,EUR/RUB,68.254000000
152405,EUR/RUB,68.265100000
152406,EUR/RUB,68.253000000
152407,EUR/RUB,68.253000000
152407,EUR/RUB,68.257000000
152407,EUR/RUB,68.257000000
152408,EUR/RUB,68.257000000
152408,EUR/RUB,68.257000000
152409,EUR/RUB,68.253000000
152409,EUR/RUB,68.253000000
152409,EUR/RUB,68.221000000
152410,EUR/RUB,68.254000000
152410,EUR/RUB,68.254000000
152411,EUR/RUB,68.254000000
152411,EUR/RUB,68.254000000
152412,EUR/RUB,68.257000000
152413,EUR/RUB,68.256000000
152414,EUR/RUB,68.253000000
152414,EUR/RUB,68.253000000
152415,EUR/RUB,68.253000000
152415,EUR/RUB,68.253000000
152416,EUR/RUB,68.253000000
152416,EUR/RUB,68.256000000
152417,EUR/RUB,68.256000000
152417,EUR/RUB,68.256000000
152418,EUR/RUB,68.256000000
152418,EUR/RUB,68.256000000
152419,EUR/RUB,68.253000000
152419,EUR/RUB,68.253000000
152420,EUR/RUB,68.253000000
152420,EUR/RUB,68.253000000
152421,EUR/RUB,68.256000000
152421,EUR/RUB,68.256000000
152422,EUR/RUB,68.256000000
152422,EUR/RUB,68.256000000
152423,EUR/RUB,68.257000000
152423,EUR/RUB,68.257000000
152424,EUR/RUB,68.257000000
152424,EUR/RUB,68.253000000
152425,EUR/RUB,68.253000000
152425,EUR/RUB,68.255000000
152426,EUR/RUB,68.255000000
152426,EUR/RUB,68.258000000
152427,EUR/RUB,68.258000000
152427,EUR/RUB,68.258000000
152428,EUR/RUB,68.258000000
152428,EUR/RUB,68.257000000
152429,EUR/RUB,68.257000000
152429,EUR/RUB,68.259000000
152430,EUR/RUB,68.259000000
152430,EUR/RUB,68.259000000
152431,EUR/RUB,68.259000000
152431,EUR/RUB,68.259000000
152432,EUR/RUB,68.259000000
152432,EUR/RUB,68.260000000
152433,EUR/RUB,68.260000000
152433,EUR/RUB,68.260000000
152434,EUR/RUB,68.262000000
152434,EUR/RUB,68.260000000
152434,EUR/RUB,68.260000000
152435,EUR/RUB,68.260000000
152436,EUR/RUB,68.260000000
152436,EUR/RUB,68.260000000
152436,EUR/RUB,68.266800000
152437,EUR/RUB,68.260000000
152437,EUR/RUB,68.260000000
152438,EUR/RUB,68.260000000
152439,EUR/RUB,68.260000000
152439,EUR/RUB,68.260000000
152439,EUR/RUB,68.222000000
152440,EUR/RUB,68.260000000
152440,EUR/RUB,68.260000000
152441,EUR/RUB,68.260000000
152441,EUR/RUB,68.260000000
152442,EUR/RUB,68.260000000
152443,EUR/RUB,68.260000000
152443,EUR/RUB,68.260000000
152444,EUR/RUB,68.260000000
152444,EUR/RUB,68.260000000
152445,EUR/RUB,68.260000000
152445,EUR/RUB,68.259000000
152446,EUR/RUB,68.259000000
152446,EUR/RUB,68.259000000
152447,EUR/RUB,68.259000000
152447,EUR/RUB,68.260000000
152448,EUR/RUB,68.260000000
152451,EUR/RUB,68.260000000
152453,EUR/RUB,68.261000000
152454,EUR/RUB,68.260000000
152456,EUR/RUB,68.261000000
